yali1_id,ncbigene,ec,all_kegg_pathways,metabolic_pathways,in_true_metabolic_pathway,in_model,is_expansion_candidate,description
YALI1_F09542g,2908386,2.3.1.297,Sphingolipid metabolism;Metabolic pathways,Sphingolipid metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae LAG1 (YHL003C) and LAC1 (YKL008C)%3B ancestral locus Anc_2.501,  similar to uniprot|P28496 Saccharomyces"
YALI1_F09598g,2908388,2.6.1.52,"Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Methane metabolism;Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors","Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Methane metabolism;Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors",True,True,False,"similar to Saccharomyces cerevisiae SER1 (YOR184W)%3B ancestral locus Anc_6.84,  similar to uniprot|P33330 Saccharomyces cerevisiae YOR184w "
YALI1_F11049g,2908394,5.3.1.9,Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of nucleotide sugars,Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of nucleotide sugars,True,True,False,"similar to Saccharomyces cerevisiae PGI1 (YBR196C)%3B ancestral locus Anc_8.547,  highly similar to uniprot|P12709 Saccharomyces cerevisiae "
YALI1_F12138g,2908368,2.1.1.41,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,Steroid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to uniprot|P25087 Saccharomyces cerevisiae YML008c ERG6 S-adenosyl-methionine and wi|NCU03006.1 Neurospora crassa,similar to Sacchar"
YALI1_F12842g,2907873,2.7.1.40,Glycolysis / Gluconeogenesis;Pyruvate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,Glycolysis / Gluconeogenesis;Pyruvate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,True,True,False,"uniprot|P30614 Yarrowia lipolytica Pyruvate kinase,similar to Saccharomyces cerevisiae CDC19 (YAL038W) and PYK2 (YOR347C)%3B ancestral locus"
YALI1_F13039g,2908703,4.2.1.75,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae HEM4 (YOR278W)%3B ancestral locus Anc_8.734,  similar to uniprot|P06174 Saccharomyces cerevisiae YOR278w"
YALI1_F14882g,2907965,6.1.1.3,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,similar to uniprot|P04801 Saccharomyces cerevisiae YIL078w THS1 threonyl tRNA synthetase
YALI1_F15517g,2908635,3.13.2.1,Cysteine and methionine metabolism;One carbon pool by folate;Metabolic pathways,Cysteine and methionine metabolism;One carbon pool by folate;Metabolic pathways,True,True,False,"highly similar to uniprot|P39954 Saccharomyces cerevisiae YER043c,similar to Saccharomyces cerevisiae SAH1 (YER043C)%3B ancestral locus Anc_"
YALI1_F15781g,2908265,4.2.1.134,Fatty acid elongation;Biosynthesis of unsaturated fatty acids;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,Fatty acid elongation;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,True,True,False,"similar to uniprot|P40857 Saccharomyces cerevisiae YJL097w and DEHA0C18733g Debaryomyces hansenii,similar to Saccharomyces cerevisiae PHS1 ("
YALI1_F16984g,2908044,1.1.1.25;2.5.1.19;2.7.1.71;4.2.1.10;4.2.3.4,"Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","Phenylalanine, tyrosine and tryptophan biosynthesis;Biosynthesis of various plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae ARO1 (YDR127W)%3B ancestral locus Anc_8.287,  similar to uniprot|P08566 Saccharomyces cerevisiae YDR127W"
YALI1_F17962g,2907881,2.7.1.39,"Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","Glycine, serine and threonine metabolism;Cysteine and methionine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",True,True,False,highly similar to uniprot|P17423 Saccharomyces cerevisiae YHR025w THR1 homoserine kinase and KLLA0E11528g Kluyveromyces lactis and CAGL0J006
YALI1_F18105g,2908324,3.6.1.1,Oxidative phosphorylation,Oxidative phosphorylation,True,True,False,"highly similar to uniprot|P00817 Saccharomyces cerevisiae YBR011c IPP1 inorganic pyrophosphatase cytoplasmic,similar to Saccharomyces cerevi"
YALI1_F20637g,2908658,2.3.1.50,Sphingolipid metabolism;Metabolic pathways;Autophagy - yeast;Cornified envelope formation,Sphingolipid metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae LCB2 (YDR062W)%3B ancestral locus Anc_8.177,  similar to uniprot|P40970 Saccharomyces cerevisiae YDR062w"
YALI1_F20914g,2909043,2.2.1.2,Pentose phosphate pathway;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,Pentose phosphate pathway;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,True,True,False,"similar to Saccharomyces cerevisiae YGR043C and TAL1 (YLR354C)%3B ancestral locus Anc_4.188,  highly similar to uniprot|P15019 Saccharomyces"
YALI1_F21769g,2907815,6.1.1.6,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,highly similar to uniprot|P15180 Saccharomyces cerevisiae YDR037w KRS1 lysyl-tRNA synthetase cytosolic
YALI1_F22436g,2907992,4.2.1.11,Glycolysis / Gluconeogenesis;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids;RNA degradation;Cytoskeleton in muscle cells,Glycolysis / Gluconeogenesis;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;Biosynthesis of amino acids,True,True,False,highly similar to uniprot|P00925 Saccharomyces cerevisiae YHR174w ENO2 enolase or uniprot|P00924 Saccharomyces cerevisiae YGR254w ENO1 enola
YALI1_F22993g,2908424,7.1.1.2,Oxidative phosphorylation;Metabolic pathways,Oxidative phosphorylation;Metabolic pathways,True,True,False,uniprot|Q9UUU1 Yarrowia lipolytica NUCM protein precursor
YALI1_F25908g,2908309,3.6.1.23,Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism,Pyrimidine metabolism;Metabolic pathways,True,True,False,"similar to uniprot|P33317 Saccharomyces cerevisiae YBR252w DUT1 dUTP pyrophosphatase precursor,similar to Saccharomyces cerevisiae DUT1 (YBR"
YALI1_F25924g,2907673,4.98.1.1;4.99.1.9,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to uniprot|P16622 Saccharomyces cerevisiae YOR176w HEM15 ferrochelatase precursor,similar to Saccharomyces cerevisiae HEM15 (YOR176W"
YALI1_F26873g,2908260,6.1.1.9,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to Saccharomyces cerevisiae VAS1 (YGR094W)%3B ancestral locus Anc_3.433,  similar to uniprot|P07806 Saccharomyces cerevisiae YGR094w"
YALI1_F27002g,2907797,2.7.8.11,Inositol phosphate metabolism;Glycerophospholipid metabolism;Metabolic pathways;Phosphatidylinositol signaling system,Inositol phosphate metabolism;Glycerophospholipid metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae PIS1 (YPR113W)%3B ancestral locus Anc_3.436,  similar to uniprot|P06197 Saccharomyces cerevisiae YPR113w"
YALI1_F27556g,2908574,1.2.4.1,Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;2-Oxocarboxylic acid metabolism,True,True,False,"similar to Saccharomyces cerevisiae PDA1 (YER178W)%3B ancestral locus Anc_8.246,  highly similar to uniprot|P16387 Saccharomyces cerevisiae "
YALI1_F27686g,2908950,4.2.1.24,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to uniprot|P05373 Saccharomyces cerevisiae YGL040c HEM2 Delta-aminolevulinate dehydratase, a homo- octameric enzyme, catalyzes the c"
YALI1_F27761g,2908936,1.1.1.169,Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,weakly similar to uniprot|Q9HDU6 Schizosaccharomyces pombe Probable 2-dehydropantoate 2- reductase (EC 1.1.1.169) (Ketopantoate reductase)
YALI1_F27904g,2907698,6.3.3.1;6.3.4.13,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae ADE5%2C7 (YGL234W)%3B ancestral locus Anc_3.557,  uniprot|Q99148 Yarrowia lipolytica Bifunctional purine"
YALI1_F28274g,2908004,4.2.1.1,Nitrogen metabolism;Metabolic pathways,Nitrogen metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae NCE103 (YNL036W)%3B ancestral locus Anc_2.275,  weakly similar to uniprot|O94255 Schizosaccharomyces pom"
YALI1_F30459g,2908784,4.2.3.1,"Glycine, serine and threonine metabolism;Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","Glycine, serine and threonine metabolism;Vitamin B6 metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids",True,True,False,"similar to Saccharomyces cerevisiae THR4 (YCR053W)%3B ancestral locus Anc_6.323,  similar to uniprot|P16120 Saccharomyces cerevisiae Threoni"
YALI1_F30703g,2908770,6.3.5.6;6.3.5.7,Aminoacyl-tRNA biosynthesis;Metabolic pathways,Aminoacyl-tRNA biosynthesis;Metabolic pathways,True,True,False,similar to uniprot|Q03557 Saccharomyces cerevisiae Probable glutamyl-tRNA(Gln) amidotransferase subunit A mitochondrial precursor (EC 6.3.5.
YALI1_F31135g,2908754,2.5.1.141,Oxidative phosphorylation;Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Oxidative phosphorylation;Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae COX10 (YPL172C)%3B ancestral locus Anc_8.710,  similar to uniprot|P21592 Saccharomyces cerevisiae YPL172"
YALI1_F31283g,2908748,2.7.8.41,Glycerophospholipid metabolism;Metabolic pathways,Glycerophospholipid metabolism;Metabolic pathways,True,True,False,some similarities with uniprot|Q07560 Saccharomyces cerevisiae YDL142c PGS1 cardiolipin synthase and wi|NCU00135.1 Neurospora crassa NCU0013
YALI1_F32002g,2908472,1.17.99.9,Oxidative phosphorylation;Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Oxidative phosphorylation;Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae COX15 (YER141W)%3B ancestral locus Anc_8.183,  similar to uniprot|P40086 Saccharomyces cerevisiae YER141"
YALI1_F33819g,2908694,6.1.1.12,Aminoacyl-tRNA biosynthesis,Aminoacyl-tRNA biosynthesis,True,True,False,"similar to Saccharomyces cerevisiae MSD1 (YPL104W)%3B ancestral locus Anc_8.584,  similar to uniprot|P15179 Saccharomyces cerevisiae YPL104w"
YALI1_F34051g,2908935,2.5.1.61,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae HEM3 (YDL205C)%3B ancestral locus Anc_8.456,  similar to uniprot|P28789 Saccharomyces cerevisiae YDL205c"
YALI1_F35109g,2908229,3.1.3.7,Sulfur metabolism;Metabolic pathways,Sulfur metabolism;Metabolic pathways,True,True,False,"similar to uniprot|O94505 Schizosaccharomyces pombe 3 (2 ) 5 -bisphosphate nucleotidase,similar to Saccharomyces cerevisiae MET22 (YOL064C)%"
YALI1_F37354g,2908563,6.1.1.10,Selenocompound metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways,Selenocompound metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae MES1 (YGR264C)%3B ancestral locus Anc_5.41,  similar to uniprot|P00958 Saccharomyces cerevisiae YGR264c "
YALI1_F37559g,2908917,6.3.5.3,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,Purine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,True,True,False,"similar to Saccharomyces cerevisiae ADE6 (YGR061C)%3B ancestral locus Anc_4.207,  similar to uniprot|P38972 Saccharomyces cerevisiae YGR061c"
YALI1_F38116g,2907642,2.3.3.10,"Valine, leucine and isoleucine degradation;Butanoate metabolism;Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites","Valine, leucine and isoleucine degradation;Butanoate metabolism;Terpenoid backbone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites",True,True,False,"similar to Saccharomyces cerevisiae ERG13 (YML126C)%3B ancestral locus Anc_8.864,  similar to uniprot|P54839 Saccharomyces cerevisiae YML126"
YALI1_F38317g,2907920,2.3.1.179,Fatty acid biosynthesis;Biotin metabolism;Metabolic pathways;Fatty acid metabolism;Biosynthesis of cofactors,Fatty acid biosynthesis;Biotin metabolism;Metabolic pathways;Fatty acid metabolism;Biosynthesis of cofactors,True,True,False,"similar to Saccharomyces cerevisiae CEM1 (YER061C)%3B ancestral locus Anc_7.242,  similar to uniprot|P39525 Saccharomyces cerevisiae YER061c"
YALI1_F38986g,2907669,2.4.2.9,Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism,Pyrimidine metabolism;Metabolic pathways,True,True,False,"similar to Saccharomyces cerevisiae FUR1 (YHR128W)%3B ancestral locus Anc_2.118,  highly similar to uniprot|P18562 Saccharomyces cerevisiae "
YALI1_F39330g,2908285,1.17.4.1,Purine metabolism;Pyrimidine metabolism;Glutathione metabolism;Metabolic pathways;Nucleotide metabolism,Purine metabolism;Pyrimidine metabolism;Glutathione metabolism;Metabolic pathways,True,True,False,highly similar to uniprot|Q9P839 Candida albicans RNR1 ribonucleotide reductase large subunit
YALI1_F39620g,2908123,4.1.3.1;4.1.3.30,Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism,True,True,False,similar to uniprot|Q12031 Saccharomyces cerevisiae YPR006c ICL2 non-functional isocitrate lyase
YALI1_A01766g,2906152,5.6.2.3,DNA replication;Cell cycle - yeast;Meiosis - yeast,,False,False,False,"similar to uniprot|P29496 Saccharomyces cerevisiae YLR274w CDC46 cell division control protein,similar to Saccharomyces cerevisiae CDC46 (YL"
YALI1_A02096g,2905799,6.3.4.19,,,False,False,False,weakly similar to uniprot|Q9XBG6 Bradyrhizobium japonicum YaeN protein
YALI1_A02561g,2906574,3.1.26.5,Ribosome biogenesis in eukaryotes,,False,False,False,"similar to Saccharomyces cerevisiae POP7 (YBR167C)%3B ancestral locus Anc_8.593,  similar to uniprot|P38291 Saccharomyces cerevisiae YBR167c"
YALI1_A05052g,2906531,5.6.2.7,,,False,False,False,some similarities with uniprot|P38112 Saccharomyces cerevisiae YBR142W ATP-dependent RNA helicase MAK5
YALI1_A05335g,2905841,2.7.11.25,MAPK signaling pathway - yeast,,False,False,False,weakly similar to uniprot|P53599 Saccharomyces cerevisiae YNR031c SSK2 MAP kinase kinase kinase of the high osmolarity signal transduction p
YALI1_A07649g,2905885,3.1.3.16,mRNA surveillance pathway;Meiosis - yeast;Cadherin signaling,,False,False,False,"similar to Saccharomyces cerevisiae PPZ2 (YDR436W) and PPZ1 (YML016C)%3B ancestral locus Anc_5.548,similar to Saccharomyces cerevisiae GLC7 "
YALI1_A07712g,2905880,1.14.99.29,,,False,False,False,"similar to uniprot|P47120 Saccharomyces cerevisiae YJR070C Hypothetical 36.2 kDa protein in HAM1-PEM2 intergenic region,similar to Saccharom"
YALI1_A08175g,2906103,2.7.7.7,DNA replication;Base excision repair;Nucleotide excision repair;Mismatch repair;Homologous recombination,,False,False,False,"similar to Saccharomyces cerevisiae POL3 (YDL102W)%3B ancestral locus Anc_2.351,  similar to uniprot|P15436 Saccharomyces cerevisiae YDL102w"
YALI1_A09856g,2905768,3.4.24.59,,,False,False,False,"similar to Saccharomyces cerevisiae OCT1 (YKL134C)%3B ancestral locus Anc_2.432,  similar to uniprot|P35999 Saccharomyces cerevisiae YKL134c"
YALI1_A10529g,2905923,2.3.1.258;2.3.1.309,,,False,False,False,"similar to DEHA0F16192g Debaryomyces hansenii,similar to Saccharomyces cerevisiae NAT5 (YOR253W)%3B ancestral locus Anc_8.697"
YALI1_A12225g,2906154,2.7.7.6,,,False,False,False,"weakly similar to uniprot|P13433 Saccharomyces cerevisiae YFL036W DNA-directed RNA polymerase mitochondrial precursor,similar to Saccharomyc"
YALI1_A12403g,2906192,5.6.2.7,,,False,False,False,"similar to Saccharomyces cerevisiae RRP3 (YHR065C)%3B ancestral locus Anc_5.337,  similar to uniprot|P38712 Saccharomyces cerevisiae YHR065c"
YALI1_A13046g,2906246,3.1.26.11,,,False,False,False,"weakly similar to uniprot|P36159 Saccharomyces cerevisiae YKR079c,similar to Saccharomyces cerevisiae TRZ1 (YKR079C)%3B ancestral locus Anc_"
YALI1_A14783g,2906229,2.7.11.1,Protein processing in endoplasmic reticulum,,False,False,False,weakly similar to uniprot|P32361 Saccharomyces cerevisiae YHR079c IRE1 protein
YALI1_A17450g,2906171,5.2.1.8,,,False,False,False,similar to uniprot|Q9P3X9 Neurospora crassa Peptidyl- prolyl cis-trans isomerase
YALI1_A20320g,2906332,5.6.2.3;5.6.2.5,,,False,False,False,"similar to uniprot|Q00416 Saccharomyces cerevisiae YLR430w SEN1 positive effector of tRNA-splicing endonuclease,similar to Saccharomyces cer"
YALI1_A21345g,2906391,5.6.2.7,,,False,False,False,similar to uniprot|P20448 Saccharomyces cerevisiae YJL033w HCA4 can suppress the U14 snoRNA rRNA processing function
YALI1_B00280g,2907145,3.1.3.16,,,False,False,False,"similar to Saccharomyces cerevisiae YDR066C and YER139C%3B ancestral locus Anc_8.181,  weakly similar to uniprot|P40084 Saccharomyces cerevi"
YALI1_B05185g,2907580,2.3.2.27,,,False,False,False,weakly similar to uniprot|O60152 Schizosaccharomyces pombe N-end-recognizing protein (Ubiquitin-protein ligase E3 component)
YALI1_B06487g,2906935,3.1.26.5,Ribosome biogenesis in eukaryotes,,False,False,False,"similar to uniprot|Q9UU90 Schizosaccharomyces pombe Putative pre-tRNA/pre-rRNA processing protein,similar to Saccharomyces cerevisiae POP5 ("
YALI1_B07786g,2907619,2.3.1.255,,,False,False,False,similar to uniprot|P07347 Saccharomyces cerevisiae YHR013C N-terminal acetyltransferase complex ARD1 subunit (EC 2.3.1.-)(Arrest-defective p
YALI1_B09333g,2907538,4.6.1.16,,,False,False,False,"similar to uniprot|P16658 Saccharomyces cerevisiae YLR105C tRNA-splicing endonuclease subunit SEN2 (EC 3.1.27. 9),similar to Saccharomyces c"
YALI1_B12195g,2906946,5.6.2.6,Spliceosome,,False,False,False,"similar to uniprot|Q80X98 Mus musculus 5730550P09Rik protein and uniprot|P15938 Saccharomyces cerevisiae YKR086w PRP16 RNA-dependent ATPase,"
YALI1_B12847g,2906810,2.3.2.27,,,False,False,False,"similar to Saccharomyces cerevisiae BRE1 (YDL074C)%3B ancestral locus Anc_4.268,  similar to uniprot|Q07457 Saccharomyces cerevisiae YDL074c"
YALI1_B14236g,2907607,2.1.1.310,,,False,False,False,"similar to uniprot|P40991 Saccharomyces cerevisiae YNL061w NOP2 nucleolar protein,similar to Saccharomyces cerevisiae NOP2 (YNL061W)%3B ance"
YALI1_B14418g,2907494,2.7.11.22,MAPK signaling pathway - yeast;Cell cycle - yeast;Meiosis - yeast,,False,False,False,highly similar to uniprot|P43063 Candida albicans cell division control protein 28
YALI1_B15072g,2907260,5.6.2.6,Spliceosome,,False,False,False,"similar to uniprot|P24384 Saccharomyces cerevisiae YER013w PRP22 pre-mRNA splicing factor,similar to Saccharomyces cerevisiae PRP22 (YER013W"
YALI1_B15092g,2907307,3.4.25.1,Proteasome,,False,False,False,"similar to uniprot|P22141 Saccharomyces cerevisiae YER012w PRE1 20S proteasome subunit C11(beta4) P4.15.f3.1,similar to Saccharomyces cerevi"
YALI1_B15109g,2907483,2.7.7.102,DNA replication,,False,False,False,"similar to uniprot|P10363 Saccharomyces cerevisiae YIR008c PRI1 DNA-directed DNA polymerase alpha 48kDa subunit (DNA primase),similar to Sac"
YALI1_B15521g,2907178,5.6.2.4,Basal transcription factors;Nucleotide excision repair,,False,False,False,"similar to Saccharomyces cerevisiae SSL2 (YIL143C)%3B ancestral locus Anc_5.695,  highly similar to uniprot|Q00578 Saccharomyces cerevisiae "
YALI1_B15852g,2907507,5.6.2.6,,,False,False,False,similar to uniprot|P36009 Saccharomyces cerevisiae YKL078w DHR2 Probable ATP-dependent RNA helicase (DEAH-box RNA helicase DHR2) (JA2)
YALI1_B16687g,2907054,2.3.1.311,,,False,False,False,"similar to Saccharomyces cerevisiae ELP3 (YPL086C)%3B ancestral locus Anc_8.563,  highly similar to uniprot|Q02908 Saccharomyces cerevisiae "
YALI1_B18811g,2906802,3.4.25.1,Proteasome,,False,False,False,"similar to Saccharomyces cerevisiae PRE6 (YOL038W)%3B ancestral locus Anc_7.120,  highly similar to uniprot|P40303 Saccharomyces cerevisiae "
YALI1_B19962g,2907333,3.1.13.4,RNA degradation,,False,False,False,similar to uniprot|P31384 Saccharomyces cerevisiae YAL021c CCR4 transcriptional regulator P4.26.f2.2
YALI1_B20052g,2907332,3.4.25.1,Proteasome,,False,False,False,"similar to Saccharomyces cerevisiae PRE2 (YPR103W)%3B ancestral locus Anc_3.417,  highly similar to uniprot|P30656 Saccharomyces cerevisiae "
YALI1_B20521g,2906967,5.6.2.6,Spliceosome,,False,False,False,"similar to Saccharomyces cerevisiae PRP43 (YGL120C)%3B ancestral locus Anc_6.132,  highly similar to uniprot|P53131 Saccharomyces cerevisiae"
YALI1_B21208g,2906837,2.7.7.6,RNA polymerase,,False,False,False,"similar to Saccharomyces cerevisiae RET1 (YOR207C)%3B ancestral locus Anc_8.619,  highly similar to uniprot|P22276 Saccharomyces cerevisiae "
YALI1_B21562g,2907385,5.6.2.3,DNA replication;Cell cycle - yeast;Meiosis - yeast,,False,False,False,similar to uniprot|P53091 Saccharomyces cerevisiae YGL201c MCM6 involved in replication P6.3.f6.1
YALI1_B21798g,2907154,1.15.1.1,Peroxisome,,False,False,False,"weakly similar to uniprot|P47141 Saccharomyces cerevisiae YJR101w RSM26 weak similarity to superoxide dismutases singleton,similar to Saccha"
YALI1_B22276g,2906781,3.4.19.12,,,False,False,False,weakly similar to uniprot|P38237 Saccharomyces cerevisiae YBR058c UBP14 ubiquitin specific protease
YALI1_B22561g,2906622,2.3.2.32,Nucleotide excision repair;Cell cycle - yeast;Ubiquitin mediated proteolysis;Protein processing in endoplasmic reticulum,,False,False,False,"similar to uniprot|Q23457 Caenorhabditis elegans ZK287.5 protein or uniprot|Q8WSQ1 Caenorhabditis elegans RING-H2 finger protein Rbx1,simila"
YALI1_B25593g,2907246,2.1.1.33,,,False,False,False,similar to uniprot|Q12009 Saccharomyces cerevisiae YDL201w strong similarity to probable methyltransferase related protein Neurospora crassa
YALI1_B26235g,2906892,1.15.1.1,Peroxisome,,False,False,False,"similar to Saccharomyces cerevisiae MRP1 (YDR347W)%3B ancestral locus Anc_5.398,  weakly similar to uniprot|P10662 Saccharomyces cerevisiae "
YALI1_B28053g,2907486,5.6.2.7,,,False,False,False,"similar to Saccharomyces cerevisiae ROK1 (YGL171W)%3B ancestral locus Anc_8.124,  similar to uniprot|P45818 Saccharomyces cerevisiae YGL171w"
YALI1_B29505g,2907481,5.6.2.7,,,False,False,False,"similar to uniprot|P53734 Saccharomyces cerevisiae YNR038W ATP-dependent RNA helicase DBP6 (DEAD-box protein 6,similar to Saccharomyces cere"
YALI1_B29528g,2907289,3.1.3.16;3.1.3.43,Mitophagy - yeast,,False,False,False,"similar to uniprot|O14156 Schizosaccharomyces pombe Protein phosphatase 2C homolog 4 (EC 3.1.3.16) (PP2C-4),similar to Saccharomyces cerevis"
YALI1_C04996g,2909917,3.1.26.5,Ribosome biogenesis in eukaryotes,,False,False,False,"similar to Saccharomyces cerevisiae POP4 (YBR257W)%3B ancestral locus Anc_1.346,  weakly similar to uniprot|P38336 Saccharomyces cerevisiae "
YALI1_C07770g,2909233,3.4.25.1,Proteasome,,False,False,False,similar to uniprot|P21243 Saccharomyces cerevisiae YGL011c SCL1 20S proteasome subunit YC7ALPHA/Y8
YALI1_C07780g,2909232,3.5.1.98,,,False,False,False,similar to uniprot|P53096 Saccharomyces cerevisiae YGL194c HOS2 putative histone deacetylase
YALI1_C08600g,2909314,3.1.3.48,MAPK signaling pathway - yeast;Cell cycle - yeast,,False,False,False,some similarities with uniprot|O94186 Pneumocystis carinii Mitotic inducer phosphatase Cdc25
YALI1_C12282g,2909702,3.4.22.49,Cell cycle - yeast;Meiosis - yeast,,False,False,False,"similar to Saccharomyces cerevisiae ESP1 (YGR098C)%3B ancestral locus Anc_3.441,  some similarities with uniprot|Q03018 Saccharomyces cerevi"
YALI1_C16080g,2909425,3.1.26.3,Ribosome biogenesis in eukaryotes,,False,False,False,some similarities with uniprot|Q02555 Saccharomyces cerevisiae YMR239C RNT1 Ribonuclease III double-stranded ribonuclease required for 3 pro
YALI1_C17988g,2909516,5.6.1.4,Motor proteins,,False,False,False,"similar to Saccharomyces cerevisiae KAR3 (YPR141C)%3B ancestral locus Anc_3.479,  similar to uniprot|P17119 Saccharomyces cerevisiae YPR141c"
