# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2012517	2013517	+						2911640	YALI1_E20125g	1001		partial;old_locus_tag=YALI2_E00337g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2012517	2013517	+	XM_068283028.1		XP_068139129.1	uncharacterized protein		2911640	YALI1_E20125g	600	600	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2012517	2013517	+	XP_068139129.1		XM_068283028.1	uncharacterized protein		2911640	YALI1_E20125g	600	199	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2014212	2014664	+						94583634	YALI1_E20142g	453		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2014212	2014664	+	XM_068283029.1		XP_068139130.1	uncharacterized protein		94583634	YALI1_E20142g	453	453	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2014212	2014664	+	XP_068139130.1		XM_068283029.1	uncharacterized protein		94583634	YALI1_E20142g	453	150	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2015924	2017624	+						2911642	YALI1_E20159g	1701		partial;old_locus_tag=YALI2_E00338g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2015924	2017624	+	XM_504043.1		XP_504043.1	uncharacterized protein		2911642	YALI1_E20159g	1701	1701	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2015924	2017624	+	XP_504043.1		XM_504043.1	uncharacterized protein		2911642	YALI1_E20159g	1701	566	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2017834	2019177	-						2911643	YALI1_E20192g	1344		partial;old_locus_tag=YALI2_E01424g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2017834	2019177	-	XM_504044.3		XP_504044.3	uncharacterized protein		2911643	YALI1_E20192g	1344	1344	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2017834	2019177	-	XP_504044.3		XM_504044.3	uncharacterized protein		2911643	YALI1_E20192g	1344	447	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2021529	2022272	+						2911644	YALI1_E20215g	744		partial;old_locus_tag=YALI2_E00339g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2021529	2022272	+	XM_504045.2		XP_504045.2	uncharacterized protein		2911644	YALI1_E20215g	744	744	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2021529	2022272	+	XP_504045.2		XM_504045.2	uncharacterized protein		2911644	YALI1_E20215g	744	247	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2022942	2024111	+						2911645	YALI1_E20229g	1170		partial;old_locus_tag=YALI2_E00340g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2022942	2024111	+	XM_504046.2		XP_504046.1	uncharacterized protein		2911645	YALI1_E20229g	1170	1170	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2022942	2024111	+	XP_504046.1		XM_504046.2	uncharacterized protein		2911645	YALI1_E20229g	1170	389	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2024516	2026876	-						2911646	YALI1_E20269g	2361		partial;old_locus_tag=YALI2_E01423g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2024516	2026876	-	XM_504047.3		XP_504047.3	uncharacterized protein		2911646	YALI1_E20269g	2361	2361	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2024516	2026876	-	XP_504047.3		XM_504047.3	uncharacterized protein		2911646	YALI1_E20269g	2361	786	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2027883	2029124	+						2911647	YALI1_E20279g	1242		partial;old_locus_tag=YALI2_E00341g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2027883	2029124	+	XM_504048.2		XP_504048.1	uncharacterized protein		2911647	YALI1_E20279g	1242	1242	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2027883	2029124	+	XP_504048.1		XM_504048.2	uncharacterized protein		2911647	YALI1_E20279g	1242	413	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2029270	2029355	-						2911648	YALI1_E20293r	86		old_locus_tag=YALI2_E00042t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2029270	2029355	-				tRNA-Pro		2911648	YALI1_E20293r	86		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2030639	2031223	-						2911649	YALI1_E20312g	585		partial;old_locus_tag=YALI2_E01422g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2030639	2031223	-	XM_504049.4		XP_504049.2	uncharacterized protein		2911649	YALI1_E20312g	585	585	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2030639	2031223	-	XP_504049.2		XM_504049.4	uncharacterized protein		2911649	YALI1_E20312g	585	194	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2033169	2033472	-						94583635	YALI1_E20334g	304		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2033169	2033472	-	XM_068283030.1		XP_068139131.1	uncharacterized protein		94583635	YALI1_E20334g	261	261	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2033169	2033472	-	XP_068139131.1		XM_068283030.1	uncharacterized protein		94583635	YALI1_E20334g	261	86	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2036152	2041126	+						2911650	YALI1_E20361g	4975		partial;old_locus_tag=YALI2_E00342g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2036152	2041126	+	XM_504050.4		XP_504050.2	uncharacterized protein		2911650	YALI1_E20361g	4464	4464	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2036152	2041126	+	XP_504050.2		XM_504050.4	uncharacterized protein		2911650	YALI1_E20361g	4464	1487	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2042286	2042807	+						2911654	YALI1_E20423g	522		partial;old_locus_tag=YALI2_E00343g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2042286	2042807	+	XM_504051.3		XP_504051.1	uncharacterized protein		2911654	YALI1_E20423g	522	522	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2042286	2042807	+	XP_504051.1		XM_504051.3	uncharacterized protein		2911654	YALI1_E20423g	522	173	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2043811	2045295	-						2911656	YALI1_E20453g	1485		partial;old_locus_tag=YALI2_E01421g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2043811	2045295	-	XM_068283031.1		XP_068139132.1	uncharacterized protein		2911656	YALI1_E20453g	1485	1485	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2043811	2045295	-	XP_068139132.1		XM_068283031.1	uncharacterized protein		2911656	YALI1_E20453g	1485	494	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2045852	2046301	-						2911657	YALI1_E20463g	450		partial;old_locus_tag=YALI2_E01420g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2045852	2046301	-	XM_504053.3		XP_504053.3	uncharacterized protein		2911657	YALI1_E20463g	450	450	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2045852	2046301	-	XP_504053.3		XM_504053.3	uncharacterized protein		2911657	YALI1_E20463g	450	149	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2046767	2050120	+						2911655	YALI1_E20467g	3354		partial;old_locus_tag=YALI2_E00344g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2046767	2050120	+	XM_504054.2		XP_504054.2	uncharacterized protein		2911655	YALI1_E20467g	3354	3354	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2046767	2050120	+	XP_504054.2		XM_504054.2	uncharacterized protein		2911655	YALI1_E20467g	3354	1117	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2050379	2051005	-						2911661	YALI1_E20510g	627		partial;old_locus_tag=YALI2_E01419g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2050379	2051005	-	XM_504055.2		XP_504055.2	uncharacterized protein		2911661	YALI1_E20510g	627	627	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2050379	2051005	-	XP_504055.2		XM_504055.2	uncharacterized protein		2911661	YALI1_E20510g	627	208	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2053827	2053915	+						2911662	YALI1_E20538r	89		old_locus_tag=YALI2_E00043t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2053827	2053915	+				tRNA-Asp		2911662	YALI1_E20538r	89		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2054384	2054986	+						2911663	YALI1_E20544g	603		partial;old_locus_tag=YALI2_E00345g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2054384	2054986	+	XM_504056.3		XP_504056.1	uncharacterized protein		2911663	YALI1_E20544g	603	603	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2054384	2054986	+	XP_504056.1		XM_504056.3	uncharacterized protein		2911663	YALI1_E20544g	603	200	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2055187	2056926	-						2911664	YALI1_E20569g	1740		partial;old_locus_tag=YALI2_E01418g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2055187	2056926	-	XM_504057.3		XP_504057.1	uncharacterized protein		2911664	YALI1_E20569g	1740	1740	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2055187	2056926	-	XP_504057.1		XM_504057.3	uncharacterized protein		2911664	YALI1_E20569g	1740	579	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2058136	2059653	-						2911665	YALI1_E20596g	1518		partial;old_locus_tag=YALI2_E01417g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2058136	2059653	-	XM_504058.3		XP_504058.1	uncharacterized protein		2911665	YALI1_E20596g	1518	1518	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2058136	2059653	-	XP_504058.1		XM_504058.3	uncharacterized protein		2911665	YALI1_E20596g	1518	505	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2060260	2060614	-						94583636	YALI1_E20604g	355		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2060260	2060614	-	XM_068283032.1		XP_068139133.1	uncharacterized protein		94583636	YALI1_E20604g	309	309	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2060260	2060614	-	XP_068139133.1		XM_068283032.1	uncharacterized protein		94583636	YALI1_E20604g	309	102	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2061579	2062640	-						2911666	YALI1_E20626g	1062		partial;old_locus_tag=YALI2_E01416g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2061579	2062640	-	XM_504059.1		XP_504059.1	uncharacterized protein		2911666	YALI1_E20626g	1062	1062	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2061579	2062640	-	XP_504059.1		XM_504059.1	uncharacterized protein		2911666	YALI1_E20626g	1062	353	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2063561	2064175	+						2911667	YALI1_E20635g	615		partial;old_locus_tag=YALI2_E00346g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2063561	2064175	+	XM_504060.3		XP_504060.1	mitochondrial 54S ribosomal protein mL67		2911667	YALI1_E20635g	615	615	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2063561	2064175	+	XP_504060.1		XM_504060.3	mitochondrial 54S ribosomal protein mL67		2911667	YALI1_E20635g	615	204	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2065080	2066651	-						2911668	YALI1_E20666g	1572		partial;old_locus_tag=YALI2_E01415g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2065080	2066651	-	XM_504061.2		XP_504061.2	uncharacterized protein		2911668	YALI1_E20666g	1572	1572	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2065080	2066651	-	XP_504061.2		XM_504061.2	uncharacterized protein		2911668	YALI1_E20666g	1572	523	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2067725	2070271	+						2911669	YALI1_E20677g	2547		partial;old_locus_tag=YALI2_E00347g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2067725	2070271	+	XM_504062.2		XP_504062.1	uncharacterized protein		2911669	YALI1_E20677g	2547	2547	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2067725	2070271	+	XP_504062.1		XM_504062.2	uncharacterized protein		2911669	YALI1_E20677g	2547	848	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2070910	2071359	+						2911670	YALI1_E20709g	450		partial;old_locus_tag=YALI2_E00348g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2070910	2071359	+	XM_504063.3		XP_504063.3	uncharacterized protein		2911670	YALI1_E20709g	450	450	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2070910	2071359	+	XP_504063.3		XM_504063.3	uncharacterized protein		2911670	YALI1_E20709g	450	149	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2072880	2073797	+						2911671	YALI1_E20729g	918		partial;old_locus_tag=YALI2_E00349g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2072880	2073797	+	XM_504064.3		XP_504064.1	uncharacterized protein		2911671	YALI1_E20729g	918	918	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2072880	2073797	+	XP_504064.1		XM_504064.3	uncharacterized protein		2911671	YALI1_E20729g	918	305	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2074401	2075171	-						2911672	YALI1_E20751g	771		partial;old_locus_tag=YALI2_E01414g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2074401	2075171	-	XM_504065.2		XP_504065.1	uncharacterized protein		2911672	YALI1_E20751g	771	771	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2074401	2075171	-	XP_504065.1		XM_504065.2	uncharacterized protein		2911672	YALI1_E20751g	771	256	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2076272	2076352	+						2911673	YALI1_E20762r	81		old_locus_tag=YALI2_E00044t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2076272	2076352	+				tRNA-Glu		2911673	YALI1_E20762r	81		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2076631	2077812	+						2911674	YALI1_E20766g	1182		partial;old_locus_tag=YALI2_E00350g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2076631	2077812	+	XM_504066.1		XP_504066.1	uncharacterized protein		2911674	YALI1_E20766g	1182	1182	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2076631	2077812	+	XP_504066.1		XM_504066.1	uncharacterized protein		2911674	YALI1_E20766g	1182	393	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2078097	2078711	-						94583637	YALI1_E20787g	615		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2078097	2078711	-	XM_068283033.1		XP_068139134.1	uncharacterized protein		94583637	YALI1_E20787g	615	615	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2078097	2078711	-	XP_068139134.1		XM_068283033.1	uncharacterized protein		94583637	YALI1_E20787g	615	204	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2078830	2079181	-						94583638	YALI1_E20791g	352		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2078830	2079181	-	XM_068283034.1		XP_068139135.1	uncharacterized protein		94583638	YALI1_E20791g	300	300	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2078830	2079181	-	XP_068139135.1		XM_068283034.1	uncharacterized protein		94583638	YALI1_E20791g	300	99	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2079389	2082040	+						2911676	YALI1_E20794g	2652		partial;old_locus_tag=YALI2_E00351g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2079389	2082040	+	XM_504068.3		XP_504068.2	uncharacterized protein		2911676	YALI1_E20794g	2652	2652	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2079389	2082040	+	XP_504068.2		XM_504068.3	uncharacterized protein		2911676	YALI1_E20794g	2652	883	
gene	RNase_P_RNA	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2082658	2082944	-						94583639	YALI1_E20829r	287		
ncRNA	RNase_P_RNA	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2082658	2082944	-	XR_011031482.1			YALI1_E20829p		94583639	YALI1_E20829r	287	287	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2084517	2086454	+						2911678	YALI1_E20845g	1938		partial;old_locus_tag=YALI2_E00352g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2084517	2086454	+	XM_504069.2		XP_504069.1	uncharacterized protein		2911678	YALI1_E20845g	1938	1938	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2084517	2086454	+	XP_504069.1		XM_504069.2	uncharacterized protein		2911678	YALI1_E20845g	1938	645	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2088520	2089830	+						2911679	YALI1_E20885g	1311		partial;old_locus_tag=YALI2_E00353g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2088520	2089830	+	XM_504070.2		XP_504070.1	uncharacterized protein		2911679	YALI1_E20885g	1311	1311	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2088520	2089830	+	XP_504070.1		XM_504070.2	uncharacterized protein		2911679	YALI1_E20885g	1311	436	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2090479	2092353	-						2911680	YALI1_E20923g	1875		partial;old_locus_tag=YALI2_E01413g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2090479	2092353	-	XM_504071.3		XP_504071.1	uncharacterized protein		2911680	YALI1_E20923g	1875	1875	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2090479	2092353	-	XP_504071.1		XM_504071.3	uncharacterized protein		2911680	YALI1_E20923g	1875	624	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2093896	2094366	-						94583640	YALI1_E20943g	471		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2093896	2094366	-	XM_068283035.1		XP_068139136.1	uncharacterized protein		94583640	YALI1_E20943g	471	471	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2093896	2094366	-	XP_068139136.1		XM_068283035.1	uncharacterized protein		94583640	YALI1_E20943g	471	156	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2096373	2097374	+						2911681	YALI1_E20963g	1002		partial;old_locus_tag=YALI2_E00354g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2096373	2097374	+	XM_504072.3		XP_504072.1	uncharacterized protein		2911681	YALI1_E20963g	1002	1002	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2096373	2097374	+	XP_504072.1		XM_504072.3	uncharacterized protein		2911681	YALI1_E20963g	1002	333	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2098395	2099009	+						94583641	YALI1_E20984g	615		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2098395	2099009	+	XM_068283036.1		XP_068139137.1	uncharacterized protein		94583641	YALI1_E20984g	615	615	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2098395	2099009	+	XP_068139137.1		XM_068283036.1	uncharacterized protein		94583641	YALI1_E20984g	615	204	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2099504	2100982	+						2911682	YALI1_E20995g	1479		partial;old_locus_tag=YALI2_E00355g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2099504	2100982	+	XM_504073.3		XP_504073.1	uncharacterized protein		2911682	YALI1_E20995g	1479	1479	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2099504	2100982	+	XP_504073.1		XM_504073.3	uncharacterized protein		2911682	YALI1_E20995g	1479	492	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2101840	2102086	-						94583642	YALI1_E21020g	247		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2101840	2102086	-	XM_068283037.1		XP_068139138.1	uncharacterized protein		94583642	YALI1_E21020g	204	204	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2101840	2102086	-	XP_068139138.1		XM_068283037.1	uncharacterized protein		94583642	YALI1_E21020g	204	67	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2102163	2102588	-						2911683	YALI1_E21026g	426		partial;old_locus_tag=YALI2_E01412g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2102163	2102588	-	XM_504074.3		XP_504074.3	uncharacterized protein		2911683	YALI1_E21026g	426	426	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2102163	2102588	-	XP_504074.3		XM_504074.3	uncharacterized protein		2911683	YALI1_E21026g	426	141	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2105347	2107848	+						2911684	YALI1_E21053g	2502		partial;old_locus_tag=YALI2_E00356g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2105347	2107848	+	XM_504075.3		XP_504075.3	uncharacterized protein		2911684	YALI1_E21053g	2502	2502	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2105347	2107848	+	XP_504075.3		XM_504075.3	uncharacterized protein		2911684	YALI1_E21053g	2502	833	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2108460	2109787	-						2911685	YALI1_E21097g	1328		partial;old_locus_tag=YALI2_E01411g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2108460	2109787	-	XM_504076.4		XP_504076.2	uncharacterized protein		2911685	YALI1_E21097g	1278	1278	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2108460	2109787	-	XP_504076.2		XM_504076.4	uncharacterized protein		2911685	YALI1_E21097g	1278	425	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2110293	2110891	-						94583643	YALI1_E21106g	599		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2110293	2110891	-	XM_068283038.1		XP_068139139.1	uncharacterized protein		94583643	YALI1_E21106g	525	525	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2110293	2110891	-	XP_068139139.1		XM_068283038.1	uncharacterized protein		94583643	YALI1_E21106g	525	174	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2111743	2112798	-						2912417	YALI1_E21128g	1056		partial;old_locus_tag=YALI2_E01410g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2111743	2112798	-	XM_504077.3		XP_504077.3	uncharacterized protein		2912417	YALI1_E21128g	1056	1056	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2111743	2112798	-	XP_504077.3		XM_504077.3	uncharacterized protein		2912417	YALI1_E21128g	1056	351	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2114739	2115329	+						2911686	YALI1_E21147g	591		partial;old_locus_tag=YALI2_E00357g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2114739	2115329	+	XM_504078.3		XP_504078.3	uncharacterized protein		2911686	YALI1_E21147g	591	591	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2114739	2115329	+	XP_504078.3		XM_504078.3	uncharacterized protein		2911686	YALI1_E21147g	591	196	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2115508	2118312	-						2911687	YALI1_E21183g	2805		partial;old_locus_tag=YALI2_E01409g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2115508	2118312	-	XM_504079.2		XP_504079.2	uncharacterized protein		2911687	YALI1_E21183g	2805	2805	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2115508	2118312	-	XP_504079.2		XM_504079.2	uncharacterized protein		2911687	YALI1_E21183g	2805	934	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2118738	2119988	-						2911688	YALI1_E21200g	1251		partial;old_locus_tag=YALI2_E01408g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2118738	2119988	-	XM_504080.3		XP_504080.3	uncharacterized protein		2911688	YALI1_E21200g	1251	1251	partial
