yali1,yali0,geneid,metab_pathways,ec,verdict,in_model
YALI1_F09088g,YALI0F06094g,2908446,,,no_data,no
YALI1_F09137g,,94583868,,,no_data,no
YALI1_F09155g,,94583869,,,no_data,no
YALI1_F09161g,,94583870,,,no_data,no
YALI1_F09177g,YALI0F06116g,2908428,,,no_data,no
YALI1_F09211g,YALI0F06138g,2908429,,,no_data,no
YALI1_F09289g,YALI0F06226g,2908418,,,no_data,no
YALI1_F09314g,YALI0F06248g,2908419,,,no_data,no
YALI1_F09317g,YALI0F06259g,7009609,,,no_data,no
YALI1_F09335g,YALI0F06270g,2908420,,,no_data,no
YALI1_F09405g,YALI0F06336g,2908406,,,no_data,no
YALI1_F09456g,YALI0F06372g,2908408,,,no_data,no
YALI1_F09481g,YALI0F06380g,2908409,,,no_data,no
YALI1_F09608g,YALI0F06490g,2908389,,,no_data,no
YALI1_F09634r,YALI0F06523r,7009610,,,no_data,no
YALI1_F09671g,,94583871,,,no_data,no
YALI1_F09695g,YALI0F06534g,2908077,,,no_data,no
YALI1_F09737g,,94583872,,,no_data,no
YALI1_F09788g,YALI0F06600g,2908080,,,no_data,no
YALI1_F09802g,YALI0F06622g,2908081,,,no_data,no
YALI1_F09833g,YALI0F06666g,2908516,,,no_data,no
YALI1_F09846g,YALI0F06688g,2908517,,,no_data,no
YALI1_F09863g,,94583873,,,no_data,no
YALI1_F09932g,YALI0F06754g,2908520,,,no_data,no
YALI1_F10115g,YALI0F06826g,7009611,,,no_data,no
YALI1_F10150g,YALI0F06864g,2908508,,,no_data,no
YALI1_F10184g,YALI0F06886g,2908473,,,no_data,no
YALI1_F10193g,YALI0F06908g,2908474,,,no_data,no
YALI1_F10213r,,94583874,,,no_data,no
YALI1_F10214r,YALI0F06930r,2908475,,,no_data,no
YALI1_F10270g,,94583875,,,no_data,no
YALI1_F10285g,,94583876,,,no_data,no
YALI1_F10288g,,94583877,,,no_data,no
YALI1_F10296g,YALI0F07040g,2908461,,,no_data,no
YALI1_F10375g,,94583878,,,no_data,no
YALI1_F10486g,YALI0F07106g,2908464,,,no_data,no
YALI1_F10530g,YALI0F07128g,2908448,,,no_data,no
YALI1_F10538r,YALI0F07150r,2908449,,,no_data,no
YALI1_F10552g,YALI0F07194g,2908450,,,no_data,no
YALI1_F10558r,YALI0F07205r,7009612,,,no_data,no
YALI1_F10585g,YALI0F07216g,2908451,,,no_data,no
YALI1_F10616g,YALI0F07238g,2908452,,,no_data,no
YALI1_F10652g,YALI0F07282g,90949810,,,no_data,no
YALI1_F10660g,YALI0F07282g,94583879,,,no_data,no
YALI1_F10671g,YALI0F07315g,2908436,,,no_data,no
YALI1_F10731g,YALI0F07381g,2908427,,,no_data,no
YALI1_F10786g,YALI0F07491g,2908415,,,no_data,no
YALI1_F10839g,YALI0F07513g,2908416,,,no_data,no
YALI1_F10866g,YALI0F07535g,2908398,,,no_data,no
YALI1_F10867g,,94583880,,,no_data,no
YALI1_F10893r,YALI0F07549r,94583881,,,no_data,no
YALI1_F10928g,YALI0F07579g,2908401,,,no_data,no
YALI1_F10938g,YALI0F07601g,2908402,,,no_data,no
YALI1_F10977g,YALI0F07645g,2908391,,,no_data,no
YALI1_F10987g,,94583882,,,no_data,no
YALI1_F11020g,YALI0F07689g,2908393,,,no_data,no
YALI1_F11054g,,94583883,,,no_data,no
YALI1_F11141g,YALI0F07777g,2908380,,,no_data,no
YALI1_F11186g,YALI0F07799g,2908381,,,no_data,no
YALI1_F11224g,YALI0F07843g,2908383,,,no_data,no
YALI1_F11243g,YALI0F07865g,2908374,,,no_data,no
YALI1_F11261g,YALI0F07887g,2908375,,,no_data,no
YALI1_F11292g,YALI0F07931g,2908377,,,no_data,no
YALI1_F11308g,YALI0F07953g,2908982,,,no_data,no
YALI1_F11313g,YALI0F07975g,2908983,,,no_data,no
YALI1_F11330g,YALI0F08019g,2908984,,,no_data,no
YALI1_F11337g,,94583884,,,no_data,no
YALI1_F11363g,YALI0F08041g,2908985,,,no_data,no
YALI1_F11417g,YALI0F08085g,2908533,,,no_data,no
YALI1_F11449g,YALI0F08107g,2908534,,,no_data,no
YALI1_F11511r,YALI0F08158r,7009613,,,no_data,no
YALI1_F11553g,YALI0F08165g,2908525,,,no_data,no
YALI1_F11572r,YALI0F08173r,2908526,,,no_data,no
YALI1_F11618r,YALI0F08239r,2908511,,,no_data,no
YALI1_F11689g,YALI0F08327g,2908514,,,no_data,no
YALI1_F11711g,,94583885,,,no_data,no
YALI1_F11781g,YALI0F08371g,2908498,,,no_data,no
YALI1_F11787g,YALI0F08393g,2908499,,,no_data,no
YALI1_F11857g,,94583886,,,no_data,no
YALI1_F11866g,,94583887,,,no_data,no
YALI1_F11889g,,94583888,,,no_data,no
YALI1_F11905g,YALI0F08503g,2908493,,,no_data,no
YALI1_F11907g,YALI0F08525g,2908494,,,no_data,no
YALI1_F11916g,,94583889,,,no_data,no
YALI1_F11956g,YALI0F08591g,2908480,,,no_data,no
YALI1_F12052g,,94583890,,,no_data,no
YALI1_F12211g,,94583891,,,no_data,no
YALI1_F12312g,YALI0F08811g,2907875,,,no_data,no
YALI1_F12318g,,94583892,,,no_data,no
YALI1_F12422g,YALI0F08877g,2908232,,,no_data,no
YALI1_F12430g,,94583893,,,no_data,no
YALI1_F12504g,YALI0F08943g,2908096,,,no_data,no
YALI1_F12520g,,94583894,,,no_data,no
YALI1_F12523g,,94583895,,,no_data,no
YALI1_F12535g,YALI0F08965g,2908097,,,no_data,no
YALI1_F12562g,YALI0F08987g,2908098,,,no_data,no
YALI1_F12570g,,94583896,,,no_data,no
YALI1_F12578g,YALI0F09009g,2908099,,,no_data,no
YALI1_F12616g,YALI0F09031g,2908100,,,no_data,no
YALI1_F12635g,YALI0F09053g,2908333,,,no_data,no
YALI1_F12712g,YALI0F09119g,94583897,,,no_data,no
YALI1_F12801g,,94583898,,,no_data,no
YALI1_F12810g,YALI0F09163g,2908338,,,no_data,no
YALI1_F12871g,,94583899,,,no_data,no
YALI1_F12951g,YALI0F09317g,2908332,,,no_data,no
YALI1_F12983g,YALI0F09361g,2908699,,,no_data,no
YALI1_F13023g,YALI0F09427g,2908702,,,no_data,no
YALI1_F13079g,YALI0F09515g,2908944,,,no_data,no
YALI1_F13088g,YALI0F09537g,2908945,,,no_data,no
YALI1_F13134g,YALI0F09581g,2908947,,,no_data,no
YALI1_F13155g,,94583900,,,no_data,no
YALI1_F13172g,,94583901,,,no_data,no
YALI1_F13185g,,94583902,,,no_data,no
YALI1_F13211g,YALI0F09647g,2908972,,,no_data,no
YALI1_F13220g,YALI0F09669g,2908973,,,no_data,no
YALI1_F13268g,YALI0F09691g,2908974,,,no_data,no
YALI1_F13355g,,94583903,,,no_data,no
YALI1_F13384g,YALI0F09812g,2908978,,,no_data,no
YALI1_F13446g,YALI0F09856g,2908980,,,no_data,no
YALI1_F13452g,YALI0F09878g,2908981,,,no_data,no
YALI1_F13466r,YALI0F09889r,7009614,,,no_data,no
YALI1_F13476g,YALI0F09944g,2908990,,,no_data,no
YALI1_F13526g,YALI0F09988g,2908992,,,no_data,no
YALI1_F13597g,YALI0F10054g,2908995,,,no_data,no
YALI1_F13691g,YALI0F10131g,2908999,,,no_data,no
YALI1_F13709r,YALI0F10145r,94583904,,,no_data,no
YALI1_F13719g,YALI0F10153g,2909001,,,no_data,no
YALI1_F13793g,YALI0F10175g,2909002,,,no_data,no
YALI1_F13908g,YALI0F10219g,2909004,,,no_data,no
YALI1_F13953g,YALI0F10241g,2909005,,,no_data,no
YALI1_F13971r,YALI0F10263r,2909006,,,no_data,no
YALI1_F14072g,YALI0F10373g,2907936,,,no_data,no
YALI1_F14090g,,94583905,,,no_data,no
YALI1_F14107g,YALI0F10439g,2907938,,,no_data,no
YALI1_F14136g,YALI0F10461g,2907939,,,no_data,no
YALI1_F14150g,,94583906,,,no_data,no
YALI1_F14160g,,94583907,,,no_data,no
YALI1_F14168g,YALI0F10483g,2907940,,,no_data,no
YALI1_F14201g,YALI0F10527g,2907942,,,no_data,no
YALI1_F14207g,,94583908,,,no_data,no
YALI1_F14213g,YALI0F10541g,2908964,,,no_data,no
YALI1_F14239g,YALI0F10549g,2908965,,,no_data,no
YALI1_F14278r,YALI0F10593r,7009615,,,no_data,no
YALI1_F14290g,YALI0F10615g,2908967,,,no_data,no
YALI1_F14303g,YALI0F10637g,2908968,,,no_data,no
YALI1_F14342g,YALI0F10659g,2908969,,,no_data,no
YALI1_F14351t,YALI0F10681g,94583909,,,no_data,no
YALI1_F14368g,YALI0F10703g,2908889,,,no_data,no
YALI1_F14374g,YALI0F10725g,2908890,,,no_data,no
YALI1_F14403g,YALI0F10747g,2908891,,,no_data,no
YALI1_F14409g,YALI0F10769g,2908892,,,no_data,no
YALI1_F14443g,YALI0F10824g,2908895,,,no_data,no
YALI1_F14448g,,94583910,,,no_data,no
YALI1_F14542g,YALI0F10901g,2907801,,,no_data,no
YALI1_F14625g,YALI0F10945g,2907803,,,no_data,no
YALI1_F14650g,YALI0F11011g,2907805,,,no_data,no
YALI1_F14656g,,94583911,,,no_data,no
YALI1_F14729g,YALI0F11077g,2908177,,,no_data,no
YALI1_F14746g,YALI0F11099g,2908178,,,no_data,no
YALI1_F14793g,YALI0F11143g,2908180,,,no_data,no
YALI1_F14805g,YALI0F11165g,2907962,,,no_data,no
YALI1_F14827g,YALI0F11187g,2907963,,,no_data,no
YALI1_F14850g,YALI0F11209g,2907964,,,no_data,no
YALI1_F14900g,YALI0F11253g,2907966,,,no_data,no
YALI1_F14933g,YALI0F11275g,2907967,,,no_data,no
YALI1_F14946g,,94583912,,,no_data,no
YALI1_F15017g,YALI0F11319g,2909018,,,no_data,no
YALI1_F15047g,,94583913,,,no_data,no
YALI1_F15053g,,94583914,,,no_data,no
YALI1_F15070g,YALI0F11385g,2909020,,,no_data,no
YALI1_F15108g,YALI0F11407g,2909021,,,no_data,no
YALI1_F15118g,,94583915,,,no_data,no
YALI1_F15141g,YALI0F11429g,2909022,,,no_data,no
YALI1_F15186g,YALI0F11473g,2908601,,,no_data,no
YALI1_F15199g,,94583916,,,no_data,no
YALI1_F15218g,YALI0F11487g,2908604,,,no_data,no
YALI1_F15265g,YALI0F11517g,2908605,,,no_data,no
YALI1_F15286g,,94583917,,,no_data,no
YALI1_F15291g,YALI0F11539g,2908603,,,no_data,no
YALI1_F15311g,YALI0F11561g,2908620,,,no_data,no
YALI1_F15352g,YALI0F11605g,2908622,,,no_data,no
YALI1_F15357g,YALI0F11616g,94583918,,,no_data,no
YALI1_F15377g,,94583920,,,no_data,no
YALI1_F15387g,,94583921,,,no_data,no
YALI1_F15418g,YALI0F11671g,2908625,,,no_data,no
YALI1_F15449g,YALI0F11693g,2908632,,,no_data,no
YALI1_F15466g,YALI0F11715g,94583922,,,no_data,no
YALI1_F15477g,YALI0F11737g,2908634,,,no_data,no
YALI1_F15533g,YALI0F11781g,2908636,,,no_data,no
YALI1_F15641g,YALI0F11825g,2908638,,,no_data,no
YALI1_F15692g,YALI0F11847g,2908261,,,no_data,no
YALI1_F15695g,,94583923,,,no_data,no
YALI1_F15708g,YALI0F11869g,2908262,,,no_data,no
YALI1_F15745g,YALI0F11891g,2908263,,,no_data,no
YALI1_F15793g,YALI0F11957g,2908266,,,no_data,no
YALI1_F15817g,YALI0F11979g,94583924,,,no_data,no
YALI1_F15827g,YALI0F11979g,2908187,,,no_data,no
YALI1_F15829g,,94583925,,,no_data,no
YALI1_F15835g,,94583926,,,no_data,no
YALI1_F15843g,,94583927,,,no_data,no
YALI1_F15847g,,94583928,,,no_data,no
YALI1_F15859g,YALI0F12001g,2908188,,,no_data,no
YALI1_F15878g,YALI0F12023g,2908189,,,no_data,no
YALI1_F15886g,YALI0F12045g,2908190,,,no_data,no
YALI1_F15891g,,94583929,,,no_data,no
YALI1_F15905g,YALI0F12067g,2908191,,,no_data,no
YALI1_F15990g,YALI0F12111g,2907956,,,no_data,no
YALI1_F16005g,YALI0F12133g,2907957,,,no_data,no
YALI1_F16058g,,94583930,,,no_data,no
YALI1_F16117g,YALI0F12221g,2907961,,,no_data,no
YALI1_F16158g,YALI0F12243g,2907951,,,no_data,no
YALI1_F16165g,,94583931,,,no_data,no
YALI1_F16177g,,94583932,,,no_data,no
YALI1_F16180g,,94583933,,,no_data,no
YALI1_F16199g,,94583934,,,no_data,no
YALI1_F16218g,,94583935,,,no_data,no
YALI1_F16225g,,94583936,,,no_data,no
YALI1_F16232g,,94583937,,,no_data,no
YALI1_F16234g,,94583938,,,no_data,no
YALI1_F16249g,,94583939,,,no_data,no
YALI1_F16270g,YALI0F12287g,2907950,,,no_data,no
YALI1_F16293g,,94583940,,,no_data,no
YALI1_F16348g,,94583941,,,no_data,no
YALI1_F16350g,YALI0F12309s,,,,no_data,no
YALI1_F16366g,,94583942,,,no_data,no
YALI1_F16369g,,94583943,,,no_data,no
YALI1_F16373g,,94583944,,,no_data,no
YALI1_F16376g,,94583945,,,no_data,no
YALI1_F16417g,,94583946,,,no_data,no
YALI1_F16426g,,94583947,,,no_data,no
YALI1_F16431g,,94583948,,,no_data,no
YALI1_F16451g,,94583949,,,no_data,no
YALI1_F16459g,,94583950,,,no_data,no
YALI1_F16478g,YALI0F12331g,2907955,,,no_data,no
YALI1_F16527g,,94583951,,,no_data,no
YALI1_F16551g,,94583952,,,no_data,no
YALI1_F16600g,YALI0F12375g,2907954,,,no_data,no
YALI1_F16614g,YALI0F12397g,2908960,,,no_data,no
YALI1_F16639r,YALI0F12419r,2908069,,,no_data,no
YALI1_F16649g,,94583953,,,no_data,no
YALI1_F16656g,YALI0F12463g,2908070,,,no_data,no
YALI1_F16687r,YALI0F12485r,2908071,,,no_data,no
YALI1_F16702g,YALI0F12507g,2908072,,,no_data,no
YALI1_F16709r,YALI0F12518r,7009618,,,no_data,no
YALI1_F16715g,,94583954,,,no_data,no
YALI1_F16717g,YALI0F12529g,2908073,,,no_data,no
YALI1_F16735g,,94583955,,,no_data,no
YALI1_F16743g,YALI0F12551g,2908074,,,no_data,no
YALI1_F16796g,YALI0F12573g,2908075,,,no_data,no
YALI1_F16817g,,94583956,,,no_data,no
YALI1_F16839g,,94583957,,,no_data,no
YALI1_F16844g,,94583958,,,no_data,no
YALI1_F16851g,,94583959,,,no_data,no
YALI1_F16915g,YALI0F12617g,2908043,,,no_data,no
YALI1_F17004g,YALI0F12661g,2908045,,,no_data,no
YALI1_F17034g,YALI0F12705g,2908047,,,no_data,no
YALI1_F17066g,YALI0F12727g,2908199,,,no_data,no
YALI1_F17087g,,94583960,,,no_data,no
YALI1_F17094g,,94583961,,,no_data,no
YALI1_F17138g,YALI0F12793g,2908202,,,no_data,no
YALI1_F17215g,,90949788,,,no_data,no
YALI1_F17265g,YALI0F12837g,2908204,,,no_data,no
YALI1_F17289g,,90949808,,,no_data,no
YALI1_F17302g,,90949789,,,no_data,no
YALI1_F17358g,,94583962,,,no_data,no
YALI1_F17369g,YALI0F12947g,2908172,,,no_data,no
YALI1_F17383g,YALI0F12969g,2908173,,,no_data,no
YALI1_F17444g,,94583963,,,no_data,no
YALI1_F17472g,YALI0F13013g,2909009,,,no_data,no
YALI1_F17473g,,94583964,,,no_data,no
YALI1_F17522g,YALI0F13079g,7009620,,,no_data,no
YALI1_F17547g,YALI0F13101g,2909012,,,no_data,no
YALI1_F17549g,YALI0F13123g,2909013,,,no_data,no
YALI1_F17565g,,94583965,,,no_data,no
YALI1_F17581g,,94583966,,,no_data,no
YALI1_F17657g,YALI0F13211g,2907850,,,no_data,no
YALI1_F17709g,YALI0F13255g,2908310,,,no_data,no
YALI1_F17756g,YALI0F13277g,2908314,,,no_data,no
YALI1_F17788g,YALI0F13299g,2908312,,,no_data,no
YALI1_F17797g,,94583967,,,no_data,no
YALI1_F17805g,YALI0F13321g,2908313,,,no_data,no
YALI1_F17912g,YALI0F13365g,2907877,,,no_data,no
YALI1_F17930g,YALI0F13387g,2907878,,,no_data,no
YALI1_F17953g,YALI0F13431g,94583968,,,no_data,no
YALI1_F17988g,YALI0F13475g,2908321,,,no_data,no
YALI1_F18023g,YALI0F13497g,2908322,,,no_data,no
YALI1_F18122g,YALI0F13585g,2908326,,,no_data,no
YALI1_F18226g,,94583969,,,no_data,no
YALI1_F18239g,YALI0F13651g,2908317,,,no_data,no
YALI1_F18276g,YALI0F13673g,2908318,,,no_data,no
YALI1_F18357g,YALI0F13695g,2908319,,,no_data,no
YALI1_F18381g,YALI0F13717g,2908320,,,no_data,no
YALI1_F18459g,YALI0F13761g,2908681,,,no_data,no
YALI1_F18550g,YALI0F13805g,2908683,,,no_data,no
YALI1_F18593t,YALI0F13827t,,,,no_data,no
YALI1_F18622g,,94583970,,,no_data,no
YALI1_F18641g,,94583971,,,no_data,no
YALI1_F18664g,,94583972,,,no_data,no
YALI1_F18696g,YALI0F13849g,94583973,,,no_data,no
YALI1_F18766g,YALI0F13959g,2908181,,,no_data,no
YALI1_F18798r,YALI0F13970r,7009623,,,no_data,no
YALI1_F18812g,,94583974,,,no_data,no
YALI1_F18857g,YALI0F14003g,94583975,,,no_data,no
YALI1_F18947g,YALI0F14091g,2907996,,,no_data,no
YALI1_F19015g,YALI0F14157g,94583976,,,no_data,no
YALI1_F19106g,YALI0F14245g,2908031,,,no_data,no
YALI1_F19140g,YALI0F14289g,2908033,,,no_data,no
YALI1_F19153g,YALI0F14311g,2908032,,,no_data,no
YALI1_F19169g,YALI0F14333g,2908355,,,no_data,no
YALI1_F19216g,YALI0F14399g,2908358,,,no_data,no
YALI1_F19244g,YALI0F14443g,2907787,,,no_data,no
YALI1_F19268g,YALI0F14487g,2907786,,,no_data,no
YALI1_F19345g,YALI0F14509g,2907790,,,no_data,no
YALI1_F19370g,YALI0F14531g,2907789,,,no_data,no
YALI1_F19418g,,94583977,,,no_data,no
YALI1_F19500g,YALI0F14597g,2907770,,,no_data,no
YALI1_F19556g,YALI0F14619g,2907771,,,no_data,no
YALI1_F19579g,YALI0F14641g,2907769,,,no_data,no
YALI1_F19610g,YALI0F14685g,2908929,,,no_data,no
YALI1_F19619g,,94583978,,,no_data,no
YALI1_F19717g,YALI0F14751g,2908931,,,no_data,no
YALI1_F19764g,YALI0F14817g,2908674,,,no_data,no
YALI1_F19805g,YALI0F14839g,2908675,,,no_data,no
YALI1_F19841g,YALI0F14883g,2908677,,,no_data,no
YALI1_F19853g,YALI0F14905g,2908678,,,no_data,no
YALI1_F20010g,YALI0F14971g,94583979,,,no_data,no
YALI1_F20047g,YALI0F14993g,94583980,,,no_data,no
YALI1_F20059g,YALI0F15015g,94583981,,,no_data,no
YALI1_F20086g,YALI0F15037g,2908040,,,no_data,no
YALI1_F20123g,YALI0F15059g,2908041,,,no_data,no
YALI1_F20145g,,94583982,,,no_data,no
YALI1_F20168g,YALI0F15081g,2908922,,,no_data,no
YALI1_F20177g,YALI0F15103g,94583983,,,no_data,no
YALI1_F20182g,,94583984,,,no_data,no
YALI1_F20233g,YALI0F15125g,2908924,,,no_data,no
YALI1_F20234g,,94583985,,,no_data,no
YALI1_F20323g,,94583986,,,no_data,no
YALI1_F20381g,,94583987,,,no_data,no
YALI1_F20457g,YALI0F15213g,2908928,,,no_data,no
YALI1_F20462g,YALI0F15235g,2908653,,,no_data,no
YALI1_F20547g,,94583988,,,no_data,no
YALI1_F20589g,YALI0F15257g,2908654,,,no_data,no
YALI1_F20600g,YALI0F15279g,2908655,,,no_data,no
YALI1_F20616g,YALI0F15323g,2908657,,,no_data,no
YALI1_F20631g,,94583989,,,no_data,no
YALI1_F20742g,YALI0F15411g,2908063,,,no_data,no
YALI1_F20806r,YALI0F15455r,2908065,,,no_data,no
YALI1_F20831g,,94583990,,,no_data,no
YALI1_F20885g,YALI0F15543g,2908068,,,no_data,no
YALI1_F20931g,,94583991,,,no_data,no
YALI1_F20943g,YALI0F15609g,2909044,,,no_data,no
YALI1_F21002g,YALI0F15653g,2909046,,,no_data,no
YALI1_F21056g,YALI0F15675g,94583992,,,no_data,no
YALI1_F21145r,YALI0F15686r,7009624,,,no_data,no
YALI1_F21210g,YALI0F15741g,2908921,,,no_data,no
YALI1_F21213g,,94583993,,,no_data,no
YALI1_F21224g,YALI0F15763g,2908253,,,no_data,no
YALI1_F21267r,YALI0F15796r,7009625,,,no_data,no
YALI1_F21322g,YALI0F15851g,2908257,,,no_data,no
YALI1_F21381g,YALI0F15895g,2908613,,,no_data,no
YALI1_F21396g,YALI0F15917g,2908614,,,no_data,no
YALI1_F21426g,YALI0F15939g,2908615,,,no_data,no
YALI1_F21453g,YALI0F15961g,2908616,,,no_data,no
YALI1_F21482g,YALI0F16005g,2908618,,,no_data,no
YALI1_F21504g,YALI0F16027g,2908619,,,no_data,no
YALI1_F21547g,YALI0F16071g,2908584,,,no_data,no
YALI1_F21583g,YALI0F16115g,2908586,,,no_data,no
YALI1_F21612g,YALI0F16137g,2908587,,,no_data,no
YALI1_F21647g,YALI0F16159g,2908588,,,no_data,no
YALI1_F21673g,,94583994,,,no_data,no
YALI1_F21676g,,94583995,,,no_data,no
YALI1_F21698g,YALI0F16203g,2907812,,,no_data,no
YALI1_F21778g,YALI0F16313g,2907816,,,no_data,no
YALI1_F21813g,YALI0F16357g,2908876,,,no_data,no
YALI1_F21945r,YALI0F16452r,7009627,,,no_data,no
YALI1_F21974g,YALI0F16467g,2908880,,,no_data,no
YALI1_F22073g,YALI0F16511g,2908904,,,no_data,no
YALI1_F22115g,YALI0F16577g,2908906,,,no_data,no
YALI1_F22171g,YALI0F16599g,2908907,,,no_data,no
YALI1_F22172g,YALI0F16621g,94583996,,,no_data,no
YALI1_F22219g,YALI0F16643g,2908909,,,no_data,no
YALI1_F22299g,YALI0F16687g,2908570,,,no_data,no
YALI1_F22359r,YALI0F16720r,7009628,,,no_data,no
YALI1_F22376g,YALI0F16731g,2907989,,,no_data,no
YALI1_F22481g,YALI0F16852g,2907993,,,no_data,no
YALI1_F22504g,,94583997,,,no_data,no
YALI1_F22525g,YALI0F16874g,2907994,,,no_data,no
YALI1_F22548r,YALI0F16885r,7009629,,,no_data,no
YALI1_F22578g,,94583998,,,no_data,no
YALI1_F22674g,YALI0F16918g,2907983,,,no_data,no
YALI1_F22701g,,94583999,,,no_data,no
YALI1_F22784g,YALI0F16962g,2907985,,,no_data,no
YALI1_F22794g,YALI0F16984g,2907986,,,no_data,no
YALI1_F22841g,YALI0F17028g,2907826,,,no_data,no
YALI1_F22867g,YALI0F17072g,2907828,,,no_data,no
YALI1_F22915g,YALI0F17160g,2907843,,,no_data,no
YALI1_F22935g,YALI0F17182g,2907844,,,no_data,no
YALI1_F22940g,,94584000,,,no_data,no
YALI1_F22957g,YALI0F17204g,2907845,,,no_data,no
YALI1_F22978g,YALI0F17226g,2907846,,,no_data,no
YALI1_F23024g,YALI0F17270g,2907847,,,no_data,no
YALI1_F23047g,YALI0F17292g,2907848,,,no_data,no
YALI1_F23071g,YALI0F17314g,2908869,,,no_data,no
YALI1_F23095g,YALI0F17336g,2908870,,,no_data,no
YALI1_F23109g,YALI0F17358g,2908871,,,no_data,no
YALI1_F23191g,YALI0F17424g,2908874,,,no_data,no
YALI1_F23201g,,94584001,,,no_data,no
YALI1_F23214g,YALI0F17446g,2908875,,,no_data,no
YALI1_F23270g,YALI0F17468g,2908273,,,no_data,no
YALI1_F23315g,,94584002,,,no_data,no
YALI1_F23331g,YALI0F17490g,2908274,,,no_data,no
YALI1_F23351g,YALI0F17512g,2908275,,,no_data,no
YALI1_F23391g,YALI0F17578g,2907886,,,no_data,no
YALI1_F23446g,YALI0F17666g,2909039,,,no_data,no
YALI1_F23529g,YALI0F17732g,2908642,,,no_data,no
YALI1_F23551g,YALI0F17754g,2908643,,,no_data,no
YALI1_F23560g,,94584003,,,no_data,no
YALI1_F23595g,YALI0F17776g,2908644,,,no_data,no
YALI1_F23616g,YALI0F17798g,2908645,,,no_data,no
YALI1_F23719g,YALI0F17864g,2908361,,,no_data,no
YALI1_F23784g,YALI0F17886g,2908362,,,no_data,no
YALI1_F23819g,YALI0F17897g,94584004,,,no_data,no
YALI1_F23833g,YALI0F17908g,2908363,,,no_data,no
YALI1_F23925g,,94584005,,,no_data,no
YALI1_F23963g,YALI0F18018g,2908661,,,no_data,no
YALI1_F23988g,YALI0F18040g,2908662,,,no_data,no
YALI1_F23999r,YALI0F18051r,7009631,,,no_data,no
YALI1_F24079g,YALI0F18106g,2908665,,,no_data,no
YALI1_F24099g,YALI0F18128g,2908666,,,no_data,no
YALI1_F24115g,,90949791,,,no_data,no
YALI1_F24130g,YALI0F18172g,2908668,,,no_data,no
YALI1_F24197g,,94584006,,,no_data,no
YALI1_F24228g,YALI0F18260g,2908672,,,no_data,no
YALI1_F24247g,YALI0F18282g,2908673,,,no_data,no
YALI1_F24270g,YALI0F18304g,2907806,,,no_data,no
YALI1_F24301g,YALI0F18326g,2907807,,,no_data,no
YALI1_F24332g,YALI0F18348g,2907808,,,no_data,no
YALI1_F24408g,YALI0F18403g,7009633,,,no_data,no
YALI1_F24469g,YALI0F18436g,2907833,,,no_data,no
YALI1_F24478g,,94584007,,,no_data,no
YALI1_F24486g,,94584008,,,no_data,no
YALI1_F24489g,,94584009,,,no_data,no
YALI1_F24509g,,94584010,,,no_data,no
YALI1_F24511g,,94584011,,,no_data,no
YALI1_F24517g,,94584012,,,no_data,no
YALI1_F24525g,,94584013,,,no_data,no
YALI1_F24564g,YALI0F18458g,2907834,,,no_data,no
YALI1_F24578g,,94584014,,,no_data,no
YALI1_F24615g,,94584015,,,no_data,no
YALI1_F24649g,,94584016,,,no_data,no
YALI1_F24699g,YALI0F18524g,2907851,,,no_data,no
YALI1_F24708g,YALI0F18546g,2907852,,,no_data,no
YALI1_F24742g,YALI0F18568g,2907853,,,no_data,no
YALI1_F24798g,YALI0F18612g,2907855,,,no_data,no
YALI1_F24864g,YALI0F18656g,2907857,,,no_data,no
YALI1_F24881g,YALI0F18678g,2907858,,,no_data,no
YALI1_F24963g,YALI0F18744g,2907861,,,no_data,no
YALI1_F25066g,YALI0F18810g,2907997,,,no_data,no
YALI1_F25079g,YALI0F18832g,2907998,,,no_data,no
YALI1_F25110g,YALI0F18854g,2907999,,,no_data,no
YALI1_F25164g,YALI0F18876g,2908000,,,no_data,no
YALI1_F25182g,YALI0F18898g,2908001,,,no_data,no
YALI1_F25212g,YALI0F18920g,2908002,,,no_data,no
YALI1_F25254g,YALI0F18942g,2909029,,,no_data,no
YALI1_F25289g,,94584017,,,no_data,no
YALI1_F25309g,YALI0F18964g,2909030,,,no_data,no
YALI1_F25348r,YALI0F18986r,2909031,,,no_data,no
YALI1_F25382g,YALI0F19030g,2909032,,,no_data,no
YALI1_F25388g,,94584018,,,no_data,no
YALI1_F25413g,,94584019,,,no_data,no
YALI1_F25485g,YALI0F19074g,2909034,,,no_data,no
YALI1_F25496g,YALI0F19096g,2907975,,,no_data,no
YALI1_F25535g,YALI0F19118g,2907976,,,no_data,no
YALI1_F25546g,YALI0F19118g,90949803,,,no_data,no
YALI1_F25556g,YALI0F19140g,2907977,,,no_data,no
YALI1_F25570g,YALI0F19162g,2907978,,,no_data,no
YALI1_F25663g,,90949792,,,no_data,no
YALI1_F25671g,YALI0F19272g,2908566,,,no_data,no
YALI1_F25691r,YALI0F19294r,2908956,,,no_data,no
YALI1_F25701g,YALI0F19316g,94584020,,,no_data,no
YALI1_F25708g,YALI0F19316g,2908303,,,no_data,no
YALI1_F25783g,,94584021,,,no_data,no
YALI1_F25865g,,94584022,,,no_data,no
YALI1_F25941g,YALI0F19492g,2907674,,,no_data,no
YALI1_F25987g,,94584023,,,no_data,no
YALI1_F26058g,YALI0F19624g,2908648,,,no_data,no
